name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2015-01-28T02:00:00,-7.8,-14.6,-15.5,53.81,0,0,,0.02,8.56,31.7,17.6,303,1011.6,7.2,16,0,0,0,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T03:00:00,-8.2,-14.7,-17.4,47.57,0,0,,0.02,8.58,33.6,16.1,295,1012.4,13.4,16,0,0,0,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T04:00:00,-8.2,-14.7,-17.7,46.12,0,0,,0.02,8.59,37.1,15.9,317,1012.9,13.4,16,0,0,0,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T05:00:00,-8.2,-15.8,-18.2,44.44,0,0,,0.02,8.61,31.5,21.3,315,1013.2,21.1,16,0,0,0,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T06:00:00,-8.2,-14.8,-18.2,44.44,0,0,,0.02,8.63,30.7,16.4,315,1014,7.2,16,0,0,0,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T07:00:00,-8.2,-15,-18.3,43.94,0,0,,0.02,8.64,,17.3,303,1015.1,13.4,16,56.2,0.2,0,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T08:00:00,-7.6,-14,-18.3,42.15,0,0,,0.02,8.66,34.9,16.1,310,1015.8,13.4,16,210.4,0.8,2,,Clear,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T09:00:00,-7,-14.3,-17.7,42.23,0,0,,0,8.57,38.9,21.5,305,1016.6,50,16,371.6,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T10:00:00,-6,-12.6,-16.8,42.28,0,0,,0,8.48,33.5,18.6,311,1017.3,13.4,16,492.1,1.8,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T11:00:00,-4.3,-9.9,-15.3,42.19,0,0,,0,8.4,,15.7,311,1017.6,13.4,16,553.5,2,6,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T12:00:00,-2.8,-9,-13.9,42.02,0,0,,0,8.31,32.2,21.5,308,1017.6,7.2,16,548.8,2,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T13:00:00,-1.2,-6.9,-13.3,39.32,0,0,,0,8.22,33.5,21.3,310,1017.6,7.2,16,481.6,1.7,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T14:00:00,-0.6,-4.9,-13,38.77,0,0,,0,8.13,,13.7,340,1017.8,7.2,16,362.6,1.3,4,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T15:00:00,0.7,-3.6,-13,35.28,0,0,,0,8.05,,15,305,1018.3,0,16,205.8,0.7,2,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T16:00:00,0.7,-3.7,-13.3,34.5,0,0,,0,7.96,27.7,15.6,308,1019,0,16,45.6,0.2,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T17:00:00,0.5,-2.9,-13.6,33.92,0,0,,0,7.87,,10.8,350,1020,0,16,0,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T18:00:00,0,-2.7,-14.9,31.53,0,0,,0,7.78,,7.9,350,1021.2,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T19:00:00,-0.6,-4.7,-15.4,31.7,0,0,,0,7.69,,12.5,308,1022.1,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T20:00:00,-1.2,-4.8,-16.4,30.26,0,0,,0,7.61,,10.4,308,1023,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T21:00:00,-2,-6.3,-16.8,31.33,0,0,,0,7.52,,12.1,355,1023.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T22:00:00,-2.3,-5.1,-17.2,30.92,0,0,,0,7.43,,6.9,350,1024.2,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28T23:00:00,-3.3,-6.6,-16.9,34.21,0,0,,0,7.34,,7.9,356,1024.7,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T00:00:00,-3.8,-3.8,-16.3,37.37,0,0,,0,7.26,,3.9,352,1025,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T01:00:00,-4.3,-9.3,-16.6,37.81,0,0,,0,7.17,,13,340,1025.3,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T02:00:00,-5,-8.2,-16.4,40.32,0,0,,0,7.08,,6.9,10,1025.6,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T03:00:00,-6,-9.8,-15.9,45.54,0,0,,0,6.99,,8,20,1026.2,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T04:00:00,-6.1,-8.8,-16.4,43.98,0,0,,0,6.91,,5.5,0,1026.1,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T05:00:00,-6.1,-10,-16.2,44.84,0,0,,0,6.82,,8,350,1025.8,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T06:00:00,-6.5,-6.5,-16.2,46.11,0,0,,0,6.73,,2.5,8,1026.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T07:00:00,-6.5,-9.9,-16,46.87,0,0,,0,6.64,,6.9,333,1026.5,0,16,75.4,0.3,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T08:00:00,-6.6,-10,-15.9,47.54,0,0,,0,6.55,,7,314,1027,13.4,16,251.5,0.9,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T09:00:00,-5.3,-5.3,-15.8,43.56,0,0,,0,4.02,,2,11,1026.9,23.8,16,408.5,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T10:00:00,-3.1,-6.2,-15.4,37.89,0,0,,0.06,4.08,,7.6,11,1026.4,23.8,16,518.3,1.9,5,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T11:00:00,-2.1,-4.8,-14.8,37.06,0,0,,0.06,4.14,,6.9,82,1026.2,23.8,16,539.5,1.9,5,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T12:00:00,-1.1,-3.2,-13.9,36.96,0,0,,0.06,4.2,,6,70,1025.1,23.8,16,472.6,1.7,5,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T13:00:00,-0.3,-0.3,-12.5,39.39,0,0,,0.06,4.27,,3,19,1023.5,23.8,16,303.9,1.1,3,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T14:00:00,0.3,-2.4,-11,42.37,0,0,,0.06,4.33,,8,180,1022.5,63.4,16,117.2,0.4,1,,Partially cloudy,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T15:00:00,-0.8,-4.1,-9.1,53.47,0,0,,0.06,4.39,,9.5,183,1022.3,91.8,16,43.7,0.2,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T16:00:00,-1.2,-6.1,-8,59.75,0,0,,0.06,4.45,,16.6,160,1021.2,91.8,16,10.8,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T17:00:00,-0.8,-4.7,-6.5,65.14,0,0,,0.06,4.51,,11.8,170,1020.4,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T18:00:00,0,-2.9,-4.8,69.98,0,0,,0.06,4.57,,8.4,160,1020.2,91.8,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T19:00:00,1,-2.8,-4.1,68.84,0,0,,0.06,4.63,,13,160,1019.3,91.8,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T20:00:00,1.7,-2.6,-3.6,68.01,0,0,,0.06,4.69,29.5,16.9,190,1018.5,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T21:00:00,1.7,-0.5,-4.1,65.51,0,0,,0.06,4.75,,7.4,190,1017.7,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T22:00:00,1.6,-2.1,-4.1,66.21,0,0,,0.06,4.81,,13,249,1017.6,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29T23:00:00,1.6,-0.6,-4.5,63.85,0,0,,0.06,4.87,,6.9,220,1016.6,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T00:00:00,-0.2,-0.2,-2.8,82.56,0.416,100,"rain,snow",0.06,4.93,,3.9,303,1015.7,100,2.7,0,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T01:00:00,-0.2,-4.2,-2,87.43,0.822,100,"rain,snow",0.06,4.99,,13,183,1014.4,100,2,0,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T02:00:00,0.5,-3.2,-2.5,80.54,0.473,100,"rain,snow",0.06,5.05,,12.1,210,1013.4,100,3.3,0,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T03:00:00,1,-1.4,-1.7,82.38,0.356,100,"rain,snow",0.06,5.11,,7.6,183,1012.4,100,7.2,0,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T04:00:00,2.4,2.4,-2.4,70.87,0,0,,0.06,5.17,,2,295,1011.2,100,16,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T05:00:00,1.7,-0.5,-2.8,72.05,0,0,,0.06,5.23,,7.4,230,1010.6,100,15.5,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T06:00:00,1.7,-0.4,-2.9,71.34,0,0,,0.06,5.29,,6.9,272,1010.5,100,14,0,0,0,,Overcast,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T07:00:00,0.7,-3.2,-3.4,74.07,0.034,100,"rain,snow",0.06,5.35,,13.1,285,1010.3,100,13,9.6,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T08:00:00,0,-3.6,-3.7,76.19,0.034,100,"rain,snow",0.06,5.41,,11.2,285,1010.5,100,10.2,50.3,0.2,1,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T09:00:00,0.2,-4.2,-3.7,75.23,0.356,100,"rain,snow",0,4.47,33.5,15,273,1011.6,100,3,157.6,0.6,2,,"Snow, Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T10:00:00,0,-3.9,-3.3,78.56,0,0,,0,4.46,,12.5,310,1011.3,100,9.3,231.8,0.8,2,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T11:00:00,1,-3.3,-3.6,71.47,0,0,,0,4.44,37.1,15.9,295,1011,100,11.5,292.5,1.1,3,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T12:00:00,2.7,-2.3,-4.1,61.14,0,0,,0,4.43,44.6,24,313,1010.6,97,16,289.9,1,3,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T13:00:00,3,-1.7,-5.8,52.08,0,0,,0,4.42,36.6,22.4,305,1009.9,97,16,257.4,0.9,3,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T14:00:00,2.7,-2.2,-6.4,51.3,0,0,,0,4.4,45.3,22.9,313,1009.8,100,16,199.9,0.7,2,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T15:00:00,2.9,-2.5,-7.7,45.73,0,0,,0,4.39,49.7,27.1,320,1010,88.8,16,117.1,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T16:00:00,2.2,-3.4,-8.8,44.14,0,0,,0,4.38,52.6,28.4,310,1010.5,33.2,16,30.6,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T17:00:00,1.6,-3.9,-9.5,43.47,0,0,,0,4.36,51.2,24.9,313,1011.7,50,16,0,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T18:00:00,0,-6.7,-10,46.9,0,0,,0,4.35,49.4,32.2,323,1012.9,86.6,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T19:00:00,-2.2,-9.3,-12.2,46.04,0,0,,0,4.34,57.7,30.6,310,1014,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T20:00:00,-3.8,-11.5,-12.7,50.18,0,0,,0,4.32,51.2,30.2,313,1015.6,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T21:00:00,-5.5,-14,-13.8,52.13,0,0,,0,4.31,52,33,303,1015.4,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T22:00:00,-6,-14.4,-14.4,51.48,0,0,,0,4.3,51.7,30.9,310,1015.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30T23:00:00,-6.5,-14.9,-15,50.9,0,0,,0,4.28,60.5,29.6,310,1015.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
