name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2015-10-21,24.2,14.2,18.4,24.2,14.2,18.4,6.5,47,0,0,0,,0,0,27.7,13.1,212.8,1024.7,14.8,15.9,176,15,6,,2015-10-21T07:13:25,2015-10-21T18:07:16,0.3,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-22,23.4,14.7,19,23.4,14.7,19,8.4,50.9,0,0,0,,0,0,31.7,22.3,225.7,1020.8,25.5,15.5,160.3,13.8,6,,2015-10-22T07:14:32,2015-10-22T18:05:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-23,20.3,8.5,13.5,20.3,6.3,13.2,1.8,45.8,0,0,0,,0,0,40.7,24.1,359.2,1022.7,4.4,15.7,182.6,15.8,7,,2015-10-23T07:15:40,2015-10-23T18:04:26,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-24,13.4,5,9.6,13.4,3.1,8.8,2.5,61.3,0,0,0,,0,0,,16.6,74.7,1027.3,57.1,16,106.5,9.3,4,,2015-10-24T07:16:48,2015-10-24T18:03:02,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-25,20,11.3,15,20,11.3,15,8.2,64.8,1.24,100,16.67,rain,0,0,48.1,35.3,272.7,1019.6,77.3,15.5,75,6.4,3,,2015-10-25T07:17:56,2015-10-25T18:01:40,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-26,14.4,8.1,11,14.4,7.1,10.8,0.8,50.2,0,0,0,,0,0,26.4,18.1,24.6,1029.3,13.7,16,129.6,11.1,5,,2015-10-26T07:19:04,2015-10-26T18:00:18,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-27,14.7,7.9,11.2,14.7,6.6,10.9,2.8,56.9,0,0,0,,0,0,,13,78.1,1033.3,36.7,16,85.4,7.3,3,,2015-10-27T07:20:13,2015-10-27T17:58:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-28,20,11,15.4,20,11,15.4,12,80.3,28.23,100,50,rain,0,0,53.8,35.3,106.4,1019.9,86,10.8,58.1,5.2,2,,2015-10-28T07:21:21,2015-10-28T17:57:39,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-29,21.8,15.8,19.1,21.8,15.8,19.1,10,60.2,7.155,100,25,rain,0,0,57.4,31.7,241.7,1002.7,56.3,15.4,133.9,11.4,6,,2015-10-29T07:22:31,2015-10-29T17:56:22,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-30,15.6,10,12.6,15.6,6.9,12.5,-0.3,41.2,0,0,0,,0,0,45.6,25.9,306.2,1012.8,7.7,16,165.5,14.2,6,,2015-10-30T07:23:40,2015-10-30T17:55:05,0.6,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-10-31,12.5,6.3,9.6,12.5,4.9,9,0.2,52.2,0,0,0,,0,0,35.3,13.8,14.7,1021.2,13.9,16,127.2,10.9,5,,2015-10-31T07:24:50,2015-10-31T17:53:50,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-01,18,12.1,15,18,12.1,15,7.9,62.7,0,0,0,,0,0,57.6,14.8,225.5,1013.9,57.2,16,116.3,10.4,5,,2015-11-01T06:26:00,2015-11-01T16:52:37,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-02,17.2,13.1,15.1,17.2,13.1,15.1,6.4,56.6,0,0,0,,0,0,,10.3,298.3,1018,23.1,16,48.4,4.1,2,,2015-11-02T06:27:10,2015-11-02T16:51:25,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-03,22.4,10.5,16.7,22.4,10.5,16.7,6.4,52.7,0,0,0,,0,0,,9.4,261.2,1021.6,1.6,16,153.5,13.2,6,,2015-11-03T06:28:20,2015-11-03T16:50:14,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-04,20.3,13.4,16.4,20.3,13.4,16.4,9,62.9,0,0,0,,0,0,,10.8,93.1,1026.9,2.1,15.8,150,12.9,6,,2015-11-04T06:29:31,2015-11-04T16:49:05,0.77,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-05,21.7,14,17.8,21.7,14,17.8,15.1,84.2,0.22,100,4.17,rain,0,0,,11.2,202.7,1023.9,84.6,7.2,106.3,9.3,5,,2015-11-05T06:30:42,2015-11-05T16:47:57,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-06,22.9,18.9,21.1,22.9,18.9,21.1,16.8,76.9,0,0,0,,0,0,42.5,27.7,224.6,1014.8,84.4,13.2,94.1,8.1,3,,2015-11-06T06:31:53,2015-11-06T16:46:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-07,22.1,12.4,16.9,22.1,12.4,16.9,6.5,50.5,0,0,0,,0,0,38.9,20.5,307.7,1015.9,59.2,16,72,6.2,3,,2015-11-07T06:33:04,2015-11-07T16:45:46,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-08,13.6,8.1,10.9,13.6,5.8,10.4,-0.7,45.2,0,0,0,,0,0,40.7,24.1,318.9,1026.9,10.7,16,151.7,13,6,,2015-11-08T06:34:15,2015-11-08T16:44:43,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-09,14.7,6.9,11.3,14.7,6.9,11.3,0.9,50,0,0,0,,0,0,,10.4,258.3,1029.5,21.4,16,113.5,9.7,5,,2015-11-09T06:35:26,2015-11-09T16:43:42,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-10,14,10.9,12.7,14,10.9,12.7,9.6,81.7,6.095,100,45.83,rain,0,0,51.9,33.6,65,1017.3,93.2,11.8,39.6,3.5,2,,2015-11-10T06:36:37,2015-11-10T16:42:42,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-11,14.1,10,11.8,14.1,7.9,11.7,8.4,80.3,10.273,100,33.33,rain,0,0,40.7,22.3,6.6,1010.4,99.8,12.3,49.9,4.3,2,,2015-11-11T06:37:48,2015-11-11T16:41:44,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-12,15.6,10.7,13.4,15.6,10.7,13.4,10.1,80.8,0.301,100,12.5,rain,0,0,42.5,21.5,185.3,1008.1,94.6,15,40,3.5,2,,2015-11-12T06:38:59,2015-11-12T16:40:48,0.03,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-13,14,8.6,12.3,14,5,12,-1,40.4,0,0,0,,0,0,59.5,37.1,278.2,1004.7,35.1,16,140.8,12.1,6,,2015-11-13T06:40:10,2015-11-13T16:39:54,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-14,8.9,5.9,7.6,6.4,2.7,4.9,-4.4,42.9,0,0,0,,0,0,53.2,27.7,296.5,1017.1,18.5,16,136.3,11.7,5,,2015-11-14T06:41:21,2015-11-14T16:39:01,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-15,14.5,4.7,9.5,14.5,2.5,8.7,-1.9,45.9,0,0,0,,0,0,35.3,17.3,251.3,1023.6,9.3,16,135.1,11.5,5,,2015-11-15T06:42:32,2015-11-15T16:38:11,0.14,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-16,19.2,11,14.7,19.2,11,14.7,1.3,40.7,0,0,0,,0,0,35.3,16.6,308.3,1022.7,1.3,16,133,11.5,5,,2015-11-16T06:43:43,2015-11-16T16:37:22,0.17,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-17,11.3,4.5,7.6,11.3,1.6,5.7,-1.4,53.4,0,0,0,,0,0,38.9,24.8,55.1,1032.8,11.6,16,136.9,11.6,5,,2015-11-17T06:44:53,2015-11-17T16:36:35,0.21,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-18,14.4,7.7,11.7,14.4,5.9,11.3,5,63.8,0,0,0,,0,0,35.3,24.1,118.4,1031.6,92.3,15.9,129,11.1,5,,2015-11-18T06:46:03,2015-11-18T16:35:50,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-19,17.2,13.9,15.9,17.2,13.9,15.9,13,83.3,30.756,100,41.67,rain,0,0,61.4,35.3,146.7,1020.7,99.1,11.8,44.5,3.9,2,,2015-11-19T06:47:13,2015-11-19T16:35:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-20,17.9,8.5,13.1,17.9,7.5,12.9,1.1,47.6,0.443,100,4.17,rain,0,0,40.7,24.1,312.2,1018.9,23.3,15.9,131.7,11.4,5,,2015-11-20T06:48:23,2015-11-20T16:34:27,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-21,11.3,5.8,8.4,11.3,2.5,6.7,-1.4,50.8,0,0,0,,0,0,33.5,17.3,57.5,1022.1,34.8,16,128.1,11.2,5,,2015-11-21T06:49:32,2015-11-21T16:33:48,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-22,12.9,6.8,10.3,12.9,3.7,9.2,0.8,53.7,0.586,100,4.17,rain,0,0,43.7,22.3,311.9,1012.6,74.8,15.9,39.8,3.5,2,,2015-11-22T06:50:40,2015-11-22T16:33:11,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-23,5.9,1.4,3.6,3.2,-2.8,0.2,-8.5,41.8,0,0,0,,0,0,46.4,25.9,320.7,1017.1,10.4,16,115.2,10,5,,2015-11-23T06:51:49,2015-11-23T16:32:37,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-24,7.4,0.5,4.3,5.9,-2.4,2.7,-6.9,44.3,0,0,0,,0,0,29.5,18.4,277.9,1027.7,40,16,114.3,10,5,,2015-11-24T06:52:56,2015-11-24T16:32:04,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-25,9.2,2.8,6.2,7.7,1.9,5.2,-2.9,52.6,0,0,0,,0,0,,9.8,34.6,1039.9,6.8,16,124.3,10.8,5,,2015-11-25T06:54:03,2015-11-25T16:31:34,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-26,15.5,5.7,10.4,15.5,4.7,10.1,5.3,71.5,0,0,0,,0,0,,9.8,118.8,1041.3,25.5,15.4,118.8,10.4,5,,2015-11-26T06:55:09,2015-11-26T16:31:06,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-27,17.9,10.8,14.2,17.9,10.8,14.2,8.2,68.9,0,0,0,,0,0,31.7,16.6,235.7,1030.8,23.9,15.1,118.3,10.3,5,,2015-11-27T06:56:15,2015-11-27T16:30:40,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-28,16.8,6.3,12.2,16.8,3.7,11.5,7.9,75.2,0.241,100,16.67,rain,0,0,,18.4,321.6,1021.4,94.4,16,44.1,3.8,2,,2015-11-28T06:57:20,2015-11-28T16:30:16,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-29,8.1,3.1,5.2,6.7,-1.6,1.8,-2.2,60.9,0,0,0,,0,0,38.9,24.1,7.7,1024.4,68.3,16,64.1,5.5,3,,2015-11-29T06:58:24,2015-11-29T16:29:54,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-11-30,7.2,1,4.6,6.7,-3.4,1.2,-1.4,65.2,0,0,0,,0,0,33.5,29.5,42,1029.3,66.2,16,90.6,7.9,3,,2015-11-30T06:59:27,2015-11-30T16:29:35,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-01,10.9,6.8,8.5,10.9,3.8,6.6,6.1,84.8,8.704,100,58.33,rain,0,0,25.9,17,67.5,1021.7,100,11,12.4,1,0,,2015-12-01T07:00:29,2015-12-01T16:29:18,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-02,13.9,7.9,10.3,13.9,6.3,9.9,8.8,90.3,3.83,100,45.83,rain,0,0,33.5,13.3,38.5,1010,99.2,4.4,26.2,2.2,1,,2015-12-02T07:01:30,2015-12-02T16:29:03,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-03,12.5,6.8,9.4,12.5,3.8,7.3,1,56.5,0,0,0,,0,0,44.6,31.7,286.7,1012.1,69.1,16,102.5,8.8,4,,2015-12-03T07:02:30,2015-12-03T16:28:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-04,10.7,6.3,8.2,10.7,4,6.6,-1.4,51.3,0,0,0,,0,0,77.8,15,311.2,1029.5,30.1,15.9,115.9,9.9,5,,2015-12-04T07:03:29,2015-12-04T16:28:40,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-05,10.8,5.3,7.9,10.8,4.2,7.4,-0.7,54.5,0,0,0,,0,0,,10.7,300.1,1037.4,1.2,16,114.5,9.9,5,,2015-12-05T07:04:27,2015-12-05T16:28:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-06,11.6,4.7,8.3,11.6,4.7,8,0.2,57.6,0,0,0,,0,0,,14.8,236.9,1030.8,9.2,15.1,113.8,9.9,5,,2015-12-06T07:05:24,2015-12-06T16:28:27,0.85,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-07,12.2,6.3,8.9,12.2,4.8,8.1,-0.4,53.1,0,0,0,,0,0,,12.1,316.8,1020.3,26.3,13.9,96.5,8.4,5,,2015-12-07T07:06:19,2015-12-07T16:28:23,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-08,8.9,5.2,6.7,8.5,2.7,5.1,-0.6,59.7,0,0,0,,0,0,29.5,16.1,12.4,1019.2,55.1,16,92.1,7.9,4,,2015-12-08T07:07:13,2015-12-08T16:28:22,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-09,12.7,4.8,8.7,12.7,3.5,8.5,2.8,66.8,0,0,0,,0,0,33.5,18.4,171.5,1019,80.7,15.7,98.6,8.5,4,,2015-12-09T07:08:06,2015-12-09T16:28:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-10,15.2,10.8,12.8,15.2,10.8,12.8,6.6,66.8,0,0,0,,0,0,29.5,12.5,225.5,1014.5,40.9,14.8,104.5,9.1,4,,2015-12-10T07:08:57,2015-12-10T16:28:27,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-11,15.8,10,13.1,15.8,9.6,13.1,6.9,66.4,0,0,0,,0,0,31.7,15.6,234.2,1013.4,23.4,12.5,74.7,6.5,4,,2015-12-11T07:09:47,2015-12-11T16:28:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-12,18.7,13.2,15.6,18.7,13.2,15.6,8.1,61.4,0,0,0,,0,0,29.5,11.2,223.4,1019.3,57.6,11.4,95.2,8.2,4,,2015-12-12T07:10:35,2015-12-12T16:28:41,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-13,18.3,12.5,15.3,18.3,12.5,15.3,8.8,65.2,0,0,0,,0,0,,13.8,73,1020.3,52.5,11.5,62.6,5.5,3,,2015-12-13T07:11:21,2015-12-13T16:28:52,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-14,17.4,11.4,14,17.4,11.4,14,11.1,82.7,7.998,100,20.83,rain,0,0,31,16.3,114.5,1010.2,91,8,38.8,3.4,2,,2015-12-14T07:12:06,2015-12-14T16:29:04,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-15,19.2,12.1,15.6,19.2,12.1,15.6,5.6,52.7,2.514,100,8.33,rain,0,0,49.9,27.9,286.8,1001.2,63.8,15.9,106.6,9.2,4,,2015-12-15T07:12:50,2015-12-15T16:29:19,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-16,11.6,7.9,9.8,11.6,5.7,8.9,1.8,58.2,0.7,100,8.33,rain,0,0,27.7,17.6,56.9,1018.4,57.9,15.1,105.6,9.2,5,,2015-12-16T07:13:31,2015-12-16T16:29:37,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-17,14.8,10,13.2,14.8,10,13.2,10.5,83.7,28.645,100,37.5,rain,0,0,33.5,18.4,142.9,1011.4,99.2,10.5,15.6,1.3,1,,2015-12-17T07:14:11,2015-12-17T16:29:56,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-18,13.9,4,9.1,13.9,1,7.4,1.6,60.6,0.08,100,4.17,rain,0,0,39.4,20.6,305,1006.5,83.4,16,52.7,4.5,2,,2015-12-18T07:14:49,2015-12-18T16:30:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-19,4,1.8,3.4,1.1,-3.4,-0.8,-8.5,41.6,0,0,0,,0,0,50.8,27.7,277.4,1017.8,66.5,16,91.9,8,4,,2015-12-19T07:15:25,2015-12-19T16:30:42,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-20,5.9,1.8,4,5.8,-2.1,1,-7.9,41.8,0,0,0,,0,0,39.4,20.5,287.6,1030.8,41.2,16,109.7,9.5,5,,2015-12-20T07:15:59,2015-12-20T16:31:08,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-21,13.4,4,8.9,13.4,0.6,7.5,-0.3,52.9,0,0,0,,0,0,46.4,19.9,229.7,1024.1,46.5,16,52.7,4.5,3,,2015-12-21T07:16:31,2015-12-21T16:31:36,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-22,16.7,12.9,14.4,16.7,12.9,14.4,10.7,78.7,4.735,100,25,rain,0,0,35.3,16.6,213,1016.1,88,14.1,21.9,1.9,1,,2015-12-22T07:17:01,2015-12-22T16:32:06,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-23,17.5,11.3,13.2,17.5,11.3,13.2,11.4,88.6,37.634,100,41.67,rain,0,0,31.7,15.1,85.1,1018.5,78,5,42.2,3.6,3,,2015-12-23T07:17:29,2015-12-23T16:32:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-24,21.7,16.8,19.8,21.7,16.8,19.8,15.4,76.7,1.727,100,12.5,rain,0,0,38.9,25.9,224.3,1014.3,71.6,13.5,55.3,4.7,3,,2015-12-24T07:17:55,2015-12-24T16:33:12,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-25,17.8,13.7,15.7,17.8,13.7,15.7,11.8,77.3,0.461,100,16.67,rain,0,0,,8.5,4,1021,73.3,14.5,44.2,3.7,2,,2015-12-25T07:18:19,2015-12-25T16:33:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-26,15,9.5,11.4,15,7.6,10.9,2,53.1,0,0,0,,0,0,35.3,23.6,52.1,1029.9,96.7,16,54.4,4.6,3,,2015-12-26T07:18:41,2015-12-26T16:34:27,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-27,16.3,7.9,11.6,16.3,6.4,11.4,9.1,85.2,3.535,100,20.83,rain,0,0,42.5,21,278.9,1015.3,97.5,9.2,83.5,7.2,4,,2015-12-27T07:19:01,2015-12-27T16:35:07,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-28,8.1,1.8,4.6,5.2,-2.5,1.1,-3.9,54.6,0.96,100,12.5,"rain,snow",0,0,38.9,24.1,42,1028.6,48.7,15.8,76.2,6.5,4,,2015-12-28T07:19:18,2015-12-28T16:35:49,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-29,8,1.1,4.6,5.6,-4.2,1.8,2.6,86.9,11.275,100,50,"rain,snow",0,0,37.1,22.9,60,1019.5,96.7,8.2,36.9,3.3,2,,2015-12-29T07:19:34,2015-12-29T16:36:32,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-30,8.9,4.2,6.1,8.2,2,4.7,3.8,85,1.9,100,4.17,rain,0,0,,13.4,74.7,1023.5,89.7,9.8,30.2,2.5,1,,2015-12-30T07:19:47,2015-12-30T16:37:18,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-12-31,8.9,5.8,7.9,7.4,2.1,5.8,2.4,70,3.551,100,12.5,rain,0,0,33.5,27.7,312.5,1017.7,88.9,14.6,89.3,7.7,4,,2015-12-31T07:19:58,2015-12-31T16:38:05,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2016-01-01,5.8,1.8,4.1,3.5,-3.2,0.7,-4.7,52.7,0,0,0,,0,0,43.1,24.1,284.5,1016.8,70.8,16,49.2,4.3,3,,2016-01-01T07:20:07,2016-01-01T16:38:54,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
