name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2015-01-01,3.7,-2.6,0.5,2.1,-8.3,-3.5,-12.4,37.7,0,0,0,,0,0,45.7,21.3,251.4,1018.5,7.3,16,114.3,9.9,5,,2015-01-01T07:20:09,2015-01-01T16:39:07,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-02,5.7,2.2,3.7,2.5,-2.2,0.1,-8.4,41,0,0,0,,0,0,45.8,25.9,270.3,1022.8,31.5,16,110.6,9.5,5,,2015-01-02T07:20:15,2015-01-02T16:39:58,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-03,4.8,0.8,2.1,1.7,-3.4,-1,-3.3,69.4,16.714,100,45.83,"rain,snow",0,0,37.1,15.7,69.8,1031.1,65.1,10.2,61.9,5.2,3,,2015-01-03T07:20:19,2015-01-03T16:40:50,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-04,13,5,9,13,2.6,8.1,7,87.4,8.95,100,45.83,rain,0,0,49.1,26.7,245.7,1010.4,91.5,10.9,43.2,3.8,3,,2015-01-04T07:20:20,2015-01-04T16:41:44,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-05,10.2,-5.6,2.4,10.2,-11.5,-2.3,-11,37.1,0,0,0,,0,0,72.2,38.9,290.5,1019.2,33.1,16,115.3,9.9,5,,2015-01-05T07:20:19,2015-01-05T16:42:40,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-06,-5.6,-7.3,-6.4,-5.8,-13.7,-10,-13.7,57.9,1.26,100,16.67,snow,0.5,0.2,38.9,24.1,290.6,1024.2,62,11.4,24.1,2.1,1,,2015-01-06T07:20:16,2015-01-06T16:43:36,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-07,-4.8,-12.1,-7.1,-10.9,-21.8,-14.5,-16.4,48.8,0,0,0,,0.3,0.5,57.1,34.9,292,1016.8,34.5,15.8,78.3,6.7,3,,2015-01-07T07:20:11,2015-01-07T16:44:35,0.58,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-08,-6.6,-13.3,-9.9,-11.4,-22.4,-17.1,-20.1,43.5,0,0,0,,0.2,0.1,48.7,23.8,271.9,1027.5,10.4,16,117.3,10,5,,2015-01-08T07:20:03,2015-01-08T16:45:34,0.61,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-09,0.5,-7.3,-3.1,-3.5,-13.2,-8.8,-12.8,48.2,1.914,100,8.33,snow,0.4,0.3,48.2,31.7,249.3,1018.3,55,14,66.2,5.9,3,,2015-01-09T07:19:53,2015-01-09T16:46:35,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-10,-4.8,-8.7,-6.7,-8.7,-16.2,-12.8,-18.2,39.7,0,0,0,,0.2,0.6,46.4,22.3,277,1030.3,2.4,16,124.7,10.7,5,,2015-01-10T07:19:41,2015-01-10T16:47:37,0.68,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-11,2.7,-7.6,-1.9,-0.1,-13.6,-5.8,-14.9,36.6,0,0,0,,0.4,0.6,33.5,17.4,230.7,1035.9,43,16,120.5,10.4,5,,2015-01-11T07:19:27,2015-01-11T16:48:40,0.71,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-12,3.5,1.7,2.7,3.4,-0.9,1,-2.4,71.4,9.445,100,41.67,"rain,snow",0,0.1,42.5,13.9,281.2,1025,100,10.9,13.5,1.2,1,,2015-01-12T07:19:10,2015-01-12T16:49:44,0.74,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-13,2.2,-8.3,-3.1,-1.3,-13.7,-8.5,-10.7,56.7,0,0,0,,0,0,40.7,29.5,11.5,1032.7,39.8,16,122.6,10.5,5,,2015-01-13T07:18:51,2015-01-13T16:50:49,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-14,-0.3,-8.3,-4.1,-1.2,-14.6,-8.4,-10.6,60.4,0,0,0,,0,0,31.7,22,39.6,1028.8,68.6,16,63.7,5.6,3,,2015-01-14T07:18:30,2015-01-14T16:51:55,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-15,1.1,-3.7,-1.2,-1.8,-8,-4.4,-8.9,56.9,0,0,0,,0,0,37.1,25.9,293.7,1018.3,44.9,15.9,92.5,7.9,5,,2015-01-15T07:18:07,2015-01-15T16:53:02,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-16,5.8,-6.5,0,1.7,-13.2,-5,-10.7,45,0,0,0,,0,0,51.8,33.6,284.5,1013.3,32.3,15.4,113,9.8,5,,2015-01-16T07:17:41,2015-01-16T16:54:09,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-17,-0.8,-8.3,-4.7,-4.4,-15,-9.4,-15.1,44.8,0,0,0,,0,0,37.1,20.9,277.2,1026.8,8.5,16,129.4,11.2,5,,2015-01-17T07:17:14,2015-01-17T16:55:18,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-18,5.3,-0.8,2.5,5.3,-4.9,0.7,-0.2,83.1,52.629,100,58.33,"rain,snow",0,0,31.5,14.6,5.5,1014,83.3,8.7,45.4,3.9,3,,2015-01-18T07:16:44,2015-01-18T16:56:27,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-19,5,2.9,3.8,1.9,-2.7,0.2,-3.6,59.8,0.645,100,4.17,rain,0,0,51.5,29.5,279.7,1009.2,81.1,15.9,111.8,9.8,5,,2015-01-19T07:16:12,2015-01-19T16:57:37,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-20,4.2,0.7,2.7,1.8,-3.2,-0.4,-7,49.2,0,0,0,,0,0,35.3,15.7,298.6,1013.2,66.2,16,78.4,6.6,3,,2015-01-20T07:15:38,2015-01-20T16:58:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-21,1.6,-3.8,-0.6,1.6,-8.4,-3.3,-12.8,39.8,0,0,0,,0,0,,11.6,29.7,1020.2,55.4,15.9,55.6,4.8,3,,2015-01-21T07:15:02,2015-01-21T16:59:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-22,3.9,-0.6,1.3,3.4,-4.9,-1.4,-6.8,55.6,0,0,0,,0,0,35.3,19.1,319,1023.4,61.9,13.9,111.6,9.8,5,,2015-01-22T07:14:24,2015-01-22T17:01:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-23,3.7,-2.2,0.7,1,-6.9,-2.7,-8.1,51.8,0,0,0,,1.1,0.3,42.5,18.4,265.5,1023.3,17.6,15.5,123,10.8,5,,2015-01-23T07:13:44,2015-01-23T17:02:22,0.11,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-24,3.5,0.5,1.8,1.1,-3.7,-1.3,-1.4,80.2,18.527,100,50,"rain,snow",1.3,1.7,49,22.4,340.5,1000.3,85,7.4,20.7,1.8,1,,2015-01-24T07:13:02,2015-01-24T17:03:35,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-25,5.5,-0.2,2.9,2.5,-5.4,-0.5,-7.7,47.9,0,0,0,,0.9,1.7,46.4,20.9,293.7,1007,52.4,15.8,124.2,10.6,5,,2015-01-25T07:12:18,2015-01-25T17:04:48,0.18,Partially cloudy,Clearing in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-26,-0.8,-5.2,-3.6,-4.6,-13.3,-10.1,-9.4,66.7,9.943,100,45.83,snow,4.1,3.1,53,31.7,49.1,1013,98.5,6.7,24,2,1,,2015-01-26T07:11:32,2015-01-26T17:06:01,0.25,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-27,-1.7,-6.1,-4.3,-6.4,-14.2,-10.3,-9.3,68.7,8.652,100,33.33,snow,2.7,7.9,56.7,35.3,350.4,1005.4,74.7,9.8,63.6,5.5,3,,2015-01-27T07:10:44,2015-01-27T17:07:14,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-28,0.7,-8.2,-4.2,-2.7,-15.8,-9.5,-15.8,40.9,0,0,0,,0.2,8.2,38.9,21.5,318.2,1017.4,9.9,16,138.7,12,6,,2015-01-28T07:09:54,2015-01-28T17:08:28,0.28,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-29,1.7,-6.6,-2.4,-0.3,-10,-5.2,-11.6,50.3,0,0,0,,0.8,5.4,29.5,16.9,182.7,1023.3,44.3,16,114.2,9.9,5,,2015-01-29T07:09:03,2015-01-29T17:09:42,0.32,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-30,3,-6.5,0,2.4,-14.9,-4.7,-6.5,63.3,2.491,100,29.17,"rain,snow",0.5,4.7,60.5,33,302.3,1012.3,74.5,12.5,68.2,5.8,3,,2015-01-30T07:08:09,2015-01-30T17:10:56,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-01-31,-3.3,-10.5,-6.9,-9.4,-20,-14.5,-17.5,43.3,0,0,0,,0,4.1,61,34.5,308.7,1019.7,3.9,16,151.8,13,6,,2015-01-31T07:07:14,2015-01-31T17:12:10,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-01,2.1,-6.5,-1.2,1.7,-12.4,-4,-9.3,54.7,0.408,100,4.17,"rain,snow",0.8,3.9,33.5,16.6,255.9,1021.2,74.1,14.5,99.1,8.6,4,,2015-02-01T07:06:17,2015-02-01T17:13:24,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-02,0.7,-9.7,-2.9,-2.6,-18.1,-8.4,-5.4,83,26.69,100,75,"rain,snow",0.8,4.9,50.6,28.4,22.6,1003.5,91.3,6.3,20.1,1.7,1,,2015-02-02T07:05:18,2015-02-02T17:14:39,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-03,-3.8,-10.3,-6.8,-6.1,-20.2,-12.6,-13.5,59.4,0,0,0,,0.2,5.3,53.3,37.1,282.4,1022.7,11.5,14.8,142.3,12.3,6,,2015-02-03T07:04:18,2015-02-03T17:15:53,0.5,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-04,5.5,-4,1.1,5.3,-8,-1.1,-6.4,57.6,0,0,0,,15.9,14.6,,15,222.6,1021.1,71.7,14.9,137.7,11.7,6,,2015-02-04T07:03:16,2015-02-04T17:17:07,0.52,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-05,4.9,-9.3,-1.5,4.2,-17.4,-6.8,-11.2,48.4,0,0,0,,0,18.2,55.6,40.7,321.5,1015.9,54.5,15.9,89.6,7.8,3,,2015-02-05T07:02:13,2015-02-05T17:18:22,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-06,-2.8,-11,-6.9,-3.7,-18.2,-12.8,-17.4,43.6,0,0,0,,0,10,43,22.3,281.3,1022.3,22.3,16,142,12.3,6,,2015-02-06T07:01:08,2015-02-06T17:19:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-07,2.9,-3.7,-0.4,2.9,-8.5,-2.8,-8.7,53.9,0.447,100,8.33,"rain,snow",0,4.8,31.7,16.1,257,1018.8,85.2,14.2,99.8,8.8,5,,2015-02-07T07:00:01,2015-02-07T17:20:50,0.62,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-08,1.8,-0.3,1.3,1,-6,-2.6,-1.9,79.6,0,0,0,,0,4.3,38.9,24.6,61.1,1013.2,93.8,8.9,66.9,5.8,3,,2015-02-08T06:58:53,2015-02-08T17:22:04,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-09,-1.2,-3.6,-2.9,-6.9,-9.9,-8.9,-6.7,74.7,2.266,100,20.83,snow,0.9,4.7,43.2,28.1,56.7,1015.4,100,14.5,36.9,3.2,2,,2015-02-09T06:57:43,2015-02-09T17:23:18,0.69,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-10,3.7,-3.3,-0.6,0.5,-9.2,-5.5,-6.7,63.7,0.22,100,4.17,snow,0,5.1,40.1,25.1,21.8,1017,75.1,15.4,69,6,3,,2015-02-10T06:56:32,2015-02-10T17:24:32,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-11,0.5,-5.6,-2.3,-0.3,-12.1,-6.3,-11.1,51.5,0,0,0,,0,5.1,38.9,22.1,33.5,1016.7,9.9,16,171.9,14.8,6,,2015-02-11T06:55:20,2015-02-11T17:25:45,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-12,3.9,-6.1,-0.2,2.2,-13.9,-4,-7.6,58.1,0,0,0,,0,5,51.3,25.9,277.3,1009.2,88.3,14.4,79.2,6.8,3,,2015-02-12T06:54:06,2015-02-12T17:26:59,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-13,-6.5,-13.2,-9.3,-11.1,-22.9,-16.7,-21,38.9,0,0,0,,0,4.8,57.4,33,309,1019,3.3,16,168.8,14.7,7,,2015-02-13T06:52:51,2015-02-13T17:28:12,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-14,0,-8.3,-3.8,-1.8,-11.4,-6.9,-12.3,53.1,0.379,100,12.5,"rain,snow",0.9,4.5,37.1,16.6,210.8,1008.6,83.6,13.3,80.2,7,4,,2015-02-14T06:51:34,2015-02-14T17:29:25,0.86,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-15,-3.7,-15.3,-9.2,-10.1,-27.1,-18.3,-18,50.2,0.254,100,8.33,snow,0.5,5.5,63.7,34.6,309.4,1008.2,51.6,14.7,123.7,10.8,6,,2015-02-15T06:50:17,2015-02-15T17:30:37,0.89,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-16,-6.5,-15.7,-10.9,-6.6,-26.3,-17.7,-23.4,36.5,0,0,0,,1.1,6,59.7,28.1,307,1020.5,25.9,16,145.8,12.6,7,,2015-02-16T06:48:58,2015-02-16T17:31:50,0.92,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-17,-2.6,-9.5,-6.1,-2.8,-16.3,-9.6,-13.2,58.8,3.631,100,33.33,snow,14.8,15.8,29.5,15.6,34.1,1013.3,67.7,10.7,72.2,6.2,3,,2015-02-17T06:47:38,2015-02-17T17:33:02,0.96,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-18,-0.9,-6.9,-3.7,-1.5,-10.7,-6.4,-11.1,56.7,0,0,0,,0,19.5,,14.3,98.4,1010.3,40.2,15,154.7,13.4,6,,2015-02-18T06:46:17,2015-02-18T17:34:14,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-19,-2.8,-12,-7.6,-8.6,-21.3,-15.3,-18.4,42.3,0,0,0,,0,18.5,51.2,33.5,295.5,1009.4,48.9,16,103.2,8.9,5,,2015-02-19T06:44:54,2015-02-19T17:35:25,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-20,-7,-16.5,-11.7,-12.4,-26.6,-19.9,-23.3,38.1,0,0,0,,0,10.4,51,26.9,287.1,1023.8,2.1,16,186.4,16.3,7,,2015-02-20T06:43:31,2015-02-20T17:36:36,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-21,0,-9.8,-5,-3.1,-16.5,-8.8,-12.7,57.8,13.533,100,41.67,"rain,snow",1.3,6.2,38.9,16.8,216.9,1028.9,58.3,10.2,68.9,5.8,3,,2015-02-21T06:42:07,2015-02-21T17:37:47,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-22,5.8,0,2.4,5.8,-2.7,1.1,-1.9,74.9,4.668,100,33.33,"rain,snow",0.8,7.7,,15.9,262.1,1021.1,58.3,9.9,100.6,8.7,5,,2015-02-22T06:40:41,2015-02-22T17:38:58,0.13,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-23,3.4,-13.2,-4.7,1,-21.9,-11.4,-16.1,41.3,0,0,0,,0,7.5,50,29.4,315.3,1025.3,38.8,16,136,11.7,6,,2015-02-23T06:39:15,2015-02-23T17:40:08,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-24,-4.3,-15.3,-9.7,-7.2,-22,-14.7,-19.2,46.2,0,0,0,,0,7.4,35.3,19.1,234,1022.5,19.7,16,200.4,17.3,7,,2015-02-24T06:37:48,2015-02-24T17:41:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-25,2.9,-6.4,-1.4,1.3,-10.7,-5.1,-12,45.8,0,0,0,,9.2,12.7,39.8,20.9,278.3,1010.8,16,16,196.2,17,7,,2015-02-25T06:36:20,2015-02-25T17:42:28,0.25,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-26,0,-5.6,-3.9,-2.5,-12.3,-8.7,-13,50,0,0,0,,0,13.8,29.5,19.9,25.2,1016.4,69.7,15.5,140,12,6,,2015-02-26T06:34:51,2015-02-26T17:43:38,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-27,-1.2,-7.6,-4.7,-5.3,-14.5,-9.1,-15.6,43.3,0,0,0,,0,12,38.9,25.9,327.1,1028.3,28.4,16,187.5,16.2,7,,2015-02-27T06:33:21,2015-02-27T17:44:47,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-02-28,-1.8,-9.8,-5.5,-2,-15.5,-8.6,-18.4,35.9,0,0,0,,1,12.3,37.1,29.5,314.2,1040.9,8.3,16,204.7,17.8,7,,2015-02-28T06:31:50,2015-02-28T17:45:56,0.33,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-01,-1.2,-4,-2.7,-2.2,-7,-3.8,-11.5,55,12.947,100,33.33,snow,4.7,13.8,31.7,13.3,225.4,1033.4,77.6,10.2,52.3,4.5,2,,2015-03-01T06:30:19,2015-03-01T17:47:04,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-02,3.4,-2,0.6,-0.1,-7.7,-3.2,-8.1,55.4,0,0,0,,2.9,19.3,50.4,27.9,306.5,1020.9,49.6,14,163.4,14,7,,2015-03-02T06:28:47,2015-03-02T17:48:12,0.4,Partially cloudy,Clearing in the afternoon.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-03,2.2,-4.8,-1.7,-1.3,-8.2,-5.1,-8.9,59.8,17.05,100,33.33,"rain,snow",0.1,19.9,37.4,18.6,189.4,1025.2,54.3,12.1,84.8,7.4,3,,2015-03-03T06:27:14,2015-03-03T17:49:20,0.43,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-04,7.5,2.2,4.6,6.8,-1.6,2.1,1.7,81.1,4.883,100,33.33,rain,0,12.3,34.3,14.8,237.2,1010.4,99.1,9.2,60.1,5.1,2,,2015-03-04T06:25:41,2015-03-04T17:50:28,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-05,4.5,-6.4,-2.7,1.5,-12.7,-6.8,-5.5,81.8,20.141,100,79.17,"rain,snow",2.6,8.4,36.1,20.4,323.5,1019.6,95.6,4.5,93.3,8.1,5,,2015-03-05T06:24:07,2015-03-05T17:51:35,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-06,-3.2,-10.3,-6.6,-3.3,-17.5,-11.1,-15.9,48.4,0,0,0,,1.5,11.3,47.9,25.9,320.2,1031.2,8.7,15.2,230.6,19.8,8,,2015-03-06T06:22:32,2015-03-06T17:52:42,0.53,Clear,Clear conditions throughout the day.,snow,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-07,3.4,-7.4,-1.7,3.4,-12.7,-5.4,-11.8,46.6,0,0,0,,0,10.9,39.8,20.5,252.9,1022.3,37.8,15.6,216.9,18.7,8,,2015-03-07T06:20:57,2015-03-07T17:53:49,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-08,9.1,3.2,5.7,7.2,0.2,3.8,-5.4,45.3,0,0,0,,0,9.5,46.4,29.5,285.1,1018,64.2,15.7,205.7,17,7,,2015-03-08T07:19:22,2015-03-08T18:54:55,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-09,12.1,4.6,8.2,12.1,2.8,7.3,-4.5,41.4,0.38,100,8.33,rain,0,7.5,40.7,15.9,278.2,1021.1,28.5,15.8,200.2,17.5,7,,2015-03-09T07:17:46,2015-03-09T18:56:02,0.63,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-10,10.8,4.1,7,10.8,2.1,6.1,-0.2,61.8,9.495,100,25,rain,0,5,29.5,13.4,76.8,1023.1,51.7,12,96.4,8.4,5,,2015-03-10T07:16:09,2015-03-10T18:57:08,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-11,14.8,5.7,9.9,14.8,4.4,9.2,2.9,65.9,2.205,100,12.5,rain,0,2.5,40.7,21.3,295.9,1014.8,44.9,12.9,142.4,12.1,6,,2015-03-11T07:14:32,2015-03-11T18:58:13,0.7,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-12,9.2,3.9,6.5,6.5,0.4,3.2,-13.2,25.1,0,0,0,,0,1.3,57.4,27.2,321,1027.8,1.8,16,236.5,20.5,8,,2015-03-12T07:12:55,2015-03-12T18:59:19,0.74,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-13,5.3,-0.2,3,3.2,-3.3,-0.1,-12.7,32.6,0,0,0,,0,0.7,31,20.5,122.1,1034.8,18.3,16,180.6,15.6,7,,2015-03-13T07:11:17,2015-03-13T19:00:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-14,10,4.4,7.1,8.7,2.8,5.2,4.4,83.6,21.765,100,66.67,rain,0,0.5,31.7,20.5,204.1,1016.3,98.5,9.7,33.6,2.8,1,,2015-03-14T07:09:39,2015-03-14T19:01:29,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-15,7.5,3,5.5,5.4,-1.7,1.6,-1.7,60.7,0.047,100,4.17,rain,0,0,61.8,35.3,300.3,1008.7,92.1,15.8,174.4,15,6,,2015-03-15T07:08:01,2015-03-15T19:02:34,0.84,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-16,10.7,1.8,5.5,10.7,-2,3.8,-3.8,51.5,0,0,0,,0,0,31.9,18.6,295.3,1013.8,30.2,16,189.4,16.3,7,,2015-03-16T07:06:22,2015-03-16T19:03:39,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-17,13,1.7,8.7,13,-5.1,7,-1.7,49.4,0.429,100,8.33,rain,0,0,67.4,46.4,303.8,1005.1,69.7,15.2,161.1,14.1,7,,2015-03-17T07:04:44,2015-03-17T19:04:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,72503014732"
New York City,2015-03-18,3.6,-1.3,0.7,-0.8,-8,-4.4,-12.5,37.1,0,0,0,,0,0,55.9,35.3,316.8,1016.9,46.9,16,226.1,19.6,8,,2015-03-18T07:03:05,2015-03-18T19:05:48,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
